,col1,ra,dec,type,u,g,r,i,z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,specobjid,redshift,redshiftErr,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,sii_6717_flux_err,sii_6731_flux_err,oi_6300_flux_err,logMass,logMass_err,Log_NII_on_Halpha,Log_OIII_on_Hbeta,Log_NII_on_Halpha_err,Log_OIII_on_Hbeta_err,Category
174,319,230.1780363772845,28.415210889979463,3,19.553936,18.295023,17.651937,17.311481,17.053032,0.052550983,0.008411766,0.007429272,0.007854305,0.02425982,2079644950139529216,0.072675966,1.0250691e-05,140.15533,36.963924,10.398903,51.646713,25.904577,19.493036,2.5791142,2.6604898,1.9740021,1.8665478,1.9068046,1.7205374,1.6415803,1.3177376,10.221491162983463,0.0625374856096002,-0.433566931771556,-0.5507905414715597,0.041514222990258955,0.18727058703062036,SF
175,320,230.1200794777136,28.41945887585757,3,19.16258,17.920837,17.277308,16.887506,16.647364,0.060513843,0.0077434727,0.006094491,0.0061540343,0.01689015,2079646874284877824,0.10895478,9.8654955e-06,239.8211,54.826088,166.86075,174.64384,53.6534,43.26306,20.65811,4.745854,2.7240245,4.0883336,3.734277,2.910909,2.9005358,2.3409781,10.727317682756976,0.0386695044885629,-0.13773411874740332,0.4833669324829898,0.029134352287266057,0.05539768669135611,Seyfert
176,321,231.4555011576475,28.92382867412012,3,19.234386,18.148098,17.67378,17.354254,17.17448,0.03284817,0.0073182443,0.006754491,0.0078715775,0.023256553,2079691679383709696,0.086497575,7.768812e-06,345.60052,87.11029,31.582575,108.57979,65.591934,45.18215,8.865209,4.15335,2.4575295,2.0732703,2.2611346,2.2829545,2.242406,1.5028212,10.235435213514046,0.039967469499696,-0.5028253898905073,-0.4406219234130604,0.024043552742732576,0.07145138092226243,SF
177,323,232.75982186526795,26.86234118799205,3,19.442076,17.636019,16.762926,16.356888,16.036514,0.044785053,0.005973938,0.004616225,0.0046776743,0.010803874,2080719173066975232,0.09644467,1.8912655e-05,45.229477,11.735334,12.992334,31.29721,15.204717,4.9116488,3.849796,3.0104196,2.4991832,2.5574846,2.7553813,2.7877874,2.5675287,2.334024,10.678832403273274,0.0377079641240555,-0.15991594196822387,0.04419172206160373,0.11036745030563434,0.29000196100902453,Comp.
178,324,231.4361375708784,27.937011683323227,3,19.193436,17.533352,16.625635,16.179453,15.80759,0.037103668,0.005237291,0.004101376,0.0039611254,0.008754439,2080754082561157120,0.073131405,1.652511e-05,80.19457,22.544409,10.717314,48.233772,14.369458,9.142314,2.671865,3.6029541,2.657601,2.7953787,3.3919618,2.8959785,2.8884926,2.5595355,10.91184725292226,0.0200173645977278,-0.22079373691114576,-0.3229528997681842,0.08344981650494747,0.286230297056327,Comp.
179,325,231.0788591352668,29.94410724195686,3,17.868958,17.092314,16.758444,16.380363,16.283564,0.013391333,0.0042067287,0.004060214,0.0041608736,0.00961101,1857774481959839744,0.07604928,6.7503197e-06,2355.3418,635.0504,605.02356,724.43726,365.76556,282.37366,58.910133,19.980257,8.232498,8.132931,7.2601604,6.0136523,5.793985,3.1666193,10.31274443836912,0.0077713365047249,-0.5120531602299063,-0.021035907227834636,0.013129998229599612,0.01867484079008813,SF
180,327,230.83726176334807,29.453794743171223,3,19.46027,18.152927,17.415693,17.013506,16.783188,0.055993117,0.008424678,0.0068679955,0.0074108965,0.019856079,1857790424878442496,0.14912489,1.2548109e-05,132.21037,27.121197,12.8527975,76.99167,24.982393,20.182896,9.049937,3.1831577,2.5513585,2.6016905,3.0475352,4.403352,2.334274,6.008359,11.040473233741231,0.0523042610847146,-0.23482178077059251,-0.3243111881559484,0.04632993644277835,0.2232136806828683,Comp.
181,328,231.1039863512716,29.991970981091416,3,19.368353,17.91303,17.025862,16.60474,16.257698,0.04830361,0.0071754833,0.0055110184,0.005763882,0.0148933465,1858905334165301248,0.11707153,1.4268915e-05,175.78082,43.53194,176.1719,129.05812,40.55992,29.207457,11.732135,4.3475237,2.8429668,4.323805,3.856761,2.9336789,3.3452277,2.5303802,11.107378143649896,0.0488623304812182,-0.13418615166679818,0.6071286162822588,0.03879112571898536,0.06976709341921608,Seyfert
182,329,231.08512345349183,29.95556033089862,3,17.34498,16.281729,15.763838,15.385856,15.239063,0.013672439,0.0034026518,0.0031663068,0.0033144685,0.008270223,1858915504647858176,0.07610224,5.5508867e-06,889.76025,189.23932,39.864326,310.02896,114.181305,85.43373,13.9546585,8.5518265,3.7738798,2.896562,4.3702745,3.2535217,3.9154592,2.2875345,10.966155759057813,0.0068690687604655,-0.4578707363089279,-0.6764269530905311,0.01706122981492069,0.07534750651978067,SF
183,330,230.87908966946168,29.50294194606657,3,19.291475,18.075157,17.598122,17.312183,17.134111,0.068886474,0.009084078,0.008684056,0.010554218,0.03443355,1858929798299019264,0.06545885,1.3457061e-05,60.32351,21.400452,9.109935,19.178028,14.522132,9.28038,2.1880386,1.6207122,1.6602939,1.5624845,1.34763,1.2005905,1.1791495,1.0403692,9.768114851354138,0.0764276162744512,-0.4976826552086965,-0.3709076679375248,0.07523054906391417,0.1882449606387497,SF
184,334,230.84909647629,27.69630402159219,3,19.469517,17.342516,16.308144,15.756432,15.313114,0.06387368,0.0061339233,0.004368486,0.004023419,0.008064984,2078414871455623168,0.06883405,2.708244e-05,49.49582,10.526522,24.178963,59.63074,20.737616,17.61693,10.537812,3.9973881,3.199596,3.6423347,3.8459706,3.3995638,3.355921,2.9803743,11.159102291497758,0.0097665487049843,0.08090167521758361,0.36115276821876524,0.10335527838087807,0.3392368670916762,Liner
185,335,229.31584453928,27.883592720003204,3,20.422054,18.869768,17.856775,17.363945,16.955845,0.11145773,0.011941462,0.007797709,0.0075576515,0.016911149,2078486339711428608,0.11729264,2.7175676e-05,55.364285,9.687976,11.64277,45.74637,9.769409,12.27642,3.7198994,3.2666025,2.2088358,2.4807289,2.8702335,2.0858793,2.4564848,1.907065,10.937570454568087,0.0198615131874858,-0.0828730573475604,0.07982326390626208,0.08612684142077881,0.31206072763386383,Comp.
186,336,229.0279140484098,27.84051633715569,3,18.213581,17.34583,17.034843,16.850166,16.69288,0.027319606,0.007821292,0.008123314,0.010935806,0.03206241,2078491012635846656,0.03188179,5.4691827e-06,242.85046,83.314674,138.80663,35.324535,50.14972,32.644985,8.513254,3.0123599,2.5342093,3.056381,1.3528215,1.6880747,1.5233313,1.3448652,9.103714646682002,0.0390086188191347,-0.8372624767819188,0.22168871106373525,0.04025567028037604,0.037550621428602486,SF
187,337,229.80654927646464,29.08659716509145,3,18.81552,17.72528,17.4152,17.158512,16.992685,0.03570844,0.0082175415,0.0080175195,0.011397417,0.028718624,2078512727990495232,0.062082738,6.7885344e-06,125.93715,34.974224,45.91977,28.56864,28.602663,20.002192,4.737677,2.212215,1.7311486,1.9987183,1.3456682,1.3839386,1.2605637,1.0913749,9.591195955747864,0.0498011230533786,-0.6442642944076055,0.11825161688384672,0.050271824362290864,0.06591339986500479,SF
188,339,231.6468419933675,28.496004079401533,3,19.992552,18.312992,17.503563,17.102182,16.839008,0.059266526,0.008278743,0.006350073,0.0068392428,0.014816198,2078586945025370112,0.07248247,1.5049059e-05,58.337,20.307064,92.8366,56.10857,28.394634,27.320345,13.986244,2.418235,2.2392545,3.2724888,2.3668826,2.2077072,2.212167,1.9385654,10.137169391480288,0.0832131700431912,-0.016914891335136514,0.6600720891498125,0.059142427886013864,0.11576690034722946,Seyfert
189,340,231.5740229113956,27.18354234179323,3,19.40697,17.845854,16.984722,16.460783,16.150656,0.035313297,0.0061159316,0.004805309,0.0045749317,0.0085392175,2079548467994191872,0.12174838,5.208203e-05,522.6767,107.62445,170.80006,501.90656,136.62172,120.035576,43.538208,9.581474,5.400181,6.450505,8.796639,6.4692883,6.2930865,5.0524864,11.22944212717528,0.007677567359164,-0.01761026843339471,0.20057707385046414,0.025361823376991714,0.06280086093408543,Liner
190,341,231.50223334261528,27.644303835477697,3,18.940912,17.319933,16.405363,15.93227,15.57094,0.040773433,0.005786266,0.0043824273,0.004298312,0.009495153,2079556439453493248,0.12562217,1.267943e-05,224.45325,46.0666,61.99409,128.68622,32.2573,21.559267,8.102185,5.213473,3.386722,3.9083269,4.5502005,3.6185677,3.6060612,3.1053216,11.43480505792025,0.03502511141423,-0.24159385400903527,0.1289641296376266,0.042305602629413144,0.09684718342462874,Comp.
191,342,231.0993742550872,29.4582443179401,3,19.510406,17.856934,17.09714,16.65836,16.38091,0.060896736,0.007414711,0.005894792,0.006143939,0.014972078,1857768159767980032,0.15104732,1.0788676e-05,188.428,46.537918,14.007712,79.52033,30.137695,21.889973,5.3137326,3.7277555,2.8563898,2.9901884,3.2330244,2.7148285,3.3362987,2.4701667,11.292077531877894,0.0499332403268668,-0.3746672648245425,-0.5214397460156526,0.04521440079913956,0.22211597623964194,SF
192,344,232.4042121599916,29.233369943101625,3,20.049635,18.436918,17.513153,17.121325,16.805511,0.065309405,0.0086873835,0.0062146117,0.006672238,0.015933998,1858874272961816576,0.11288772,2.0711821e-05,63.741116,18.422268,8.822217,43.51449,17.570625,10.658139,1.9686921,2.6806786,1.9993318,2.3457675,2.708043,2.3131175,2.1346958,1.8938442,10.67175357261,0.0780489691977671,-0.16578576511675086,-0.3197653600497079,0.07511089401253554,0.287188994981117,Comp.
193,345,232.4160384416584,29.065497988032376,3,18.206575,17.313145,17.055126,16.79268,16.713945,0.017810186,0.004611178,0.004867233,0.0054913433,0.015928492,1858877296618792960,0.06402519,5.598486e-06,706.74945,200.8225,292.3144,119.89295,147.80843,102.64282,27.970465,6.7963343,3.8781128,4.900367,2.5732477,3.0764568,2.6612432,1.9199574,9.822880604346896,0.0188945143900759,-0.7704718329218743,0.1630378408890254,0.02351869190731548,0.025572505825583645,SF
194,347,231.69746230512604,28.953944755926504,3,19.792301,18.222418,17.360943,16.902956,16.533905,0.0694758,0.008965588,0.0063308333,0.006677254,0.0165629,1858895988316465152,0.066662304,1.06121415e-05,184.23807,28.871399,6.1636934,60.58675,26.957703,18.374338,8.154644,3.198127,2.0793095,1.9476869,2.1952116,1.9004617,1.8261272,1.5724052,10.597667378607612,0.0246158214897979,-0.48300171883801185,-0.6706268011611016,0.04017611139444037,0.3240967661627025,SF
195,349,230.50709866357167,29.51492756127055,3,19.260254,18.05951,17.448114,17.105806,16.850815,0.04453511,0.007971368,0.006954776,0.008183592,0.024484258,1858942717560645632,0.07431703,9.964847e-06,119.646996,27.922342,7.6622076,38.77194,21.143337,18.916859,3.6259942,2.3671813,1.7891647,1.6062615,1.5987716,1.4382194,1.4409032,1.1382064,10.281820103408732,0.0577344250494085,-0.48938426718141975,-0.5615979275500046,0.04573601094123865,0.21920841773251776,SF
196,350,232.37698292454863,29.112639346914147,3,19.67226,17.797647,16.9437,16.454239,16.120592,0.06831966,0.007173635,0.005628356,0.005717227,0.013703006,1860052401566803968,0.08503016,1.9302322e-05,125.34424,22.35515,12.524072,67.8269,19.486135,18.059296,10.532949,3.568803,2.955973,2.9666958,3.1544108,3.353474,3.277499,2.8583996,10.897734144191826,0.0294669169806517,-0.26670241315236487,-0.25163203259025085,0.054530141222971285,0.27128599773965956,Comp.
197,351,231.92601647405817,28.81516604871397,3,19.76635,17.98498,17.078995,16.586523,16.254803,0.05882782,0.0076119276,0.0054848655,0.0055297236,0.013148253,1860074116921452544,0.06489366,1.2611795e-05,146.03452,24.36834,12.374738,74.43677,23.290165,19.01679,4.1201444,3.491199,2.4741976,2.5774698,2.9978533,2.387445,2.4634824,2.0731032,10.604623449160105,0.017277891237104,-0.2926680077905985,-0.2942899327927885,0.04683491928315951,0.23171440352265849,Comp.
198,353,228.493784614832,29.05424111514964,3,19.219152,18.020285,17.333515,16.891535,16.634398,0.03206523,0.0063419733,0.005319627,0.0052266293,0.012349242,2077332951527352320,0.10964065,4.537815e-06,708.36444,140.5147,29.549114,252.96738,98.59925,68.97071,16.4776,7.4664717,3.3154187,2.9391768,3.694143,2.8565528,2.9001691,2.120351,10.89517202265422,0.0169155006515724,-0.44719222865840563,-0.6771772969678995,0.01800986998855223,0.10222769198963974,SF
199,354,228.954915758522,29.59702876424684,3,19.479654,18.136349,17.43332,17.032911,16.730995,0.040115744,0.007255036,0.0058565843,0.006369369,0.014692067,2077434931230828544,0.10450366,9.87857e-06,199.99501,49.72458,16.529486,74.73589,35.30952,20.689568,8.277116,6.5953717,2.3670673,2.1295068,3.2489295,2.1958477,2.1584907,1.7155148,10.744003896628575,0.0510138129126032,-0.4274899491535216,-0.47831177454819895,0.05456514378504349,0.13734435859839253,SF
200,356,229.18216909022328,28.302480241624227,3,19.386616,18.397902,17.952776,17.526665,17.396793,0.03295276,0.0077482173,0.0074510635,0.007497823,0.019629229,2078483316054452224,0.108049065,4.170602e-06,642.99194,151.70447,105.87107,194.2388,114.26524,84.080925,24.358715,7.6819377,3.371796,3.2600086,3.0571358,2.8071504,2.4164085,1.878999,10.3315274319895,0.0280161051465933,-0.5198695426636704,-0.15622107518518014,0.019759882705182703,0.037975801088221815,SF
201,357,230.94421947075188,29.99926103455189,3,18.086536,17.066364,16.598024,16.274496,16.135763,0.021601843,0.0048007555,0.0046710726,0.005157037,0.0156171825,1857783003174955008,0.07573698,8.393925e-06,425.48105,102.90336,21.24364,135.90892,71.04751,46.065247,8.901147,4.798146,2.8082905,2.1261756,2.663172,2.246016,2.942284,1.5174636,10.514343413584164,0.0210607371318056,-0.49563226095457924,-0.6852006224279213,0.022608519165437952,0.10373927650698836,SF
202,358,230.95348697800813,29.63261688984493,3,18.586382,17.358864,16.621569,16.233982,15.9431715,0.031796284,0.005526871,0.004633014,0.0051567075,0.013486472,1857793448535418880,0.108222775,1.7388593e-05,115.749504,24.969265,11.070959,75.42887,19.042597,17.071344,7.9198937,5.486583,2.3409817,2.567412,3.0640256,2.340594,2.2997699,2.1286085,11.17619985298256,0.0264050333657149,-0.1859815370934611,-0.35322051615352007,0.06242518455737021,0.2501397477102249,Comp.
203,360,230.8172779637221,29.254582667814905,3,19.483326,18.090998,17.465414,17.101818,16.868795,0.05762663,0.009595058,0.008060436,0.009482176,0.02774118,1858931997322274816,0.08285385,1.2534879e-05,79.732124,20.644337,8.871302,32.66346,14.8400755,13.574886,3.804986,2.161839,1.7758069,1.8185586,1.7465162,2.2937427,1.838352,1.346064,10.0194330516646,0.1005092931452477,-0.387571146389222,-0.36681357601389514,0.05995165582855829,0.22230966575259337,SF
204,361,230.6800275078384,29.3068000725583,3,19.069935,18.07088,17.728668,17.413393,17.370857,0.029534157,0.0070626927,0.007032108,0.008385873,0.028566403,1858938044636227584,0.08522703,7.0402475e-06,326.70334,94.365875,60.803616,88.09336,66.81376,48.85858,12.134364,3.9523149,2.5351698,2.3697052,2.3513467,2.228373,2.1269927,1.5818714,9.89990788257987,0.0360451420438055,-0.5692103995576265,-0.19088556362251385,0.02930510087672713,0.04733548234217916,SF
205,363,231.9357774779906,29.56301884271249,3,18.548182,17.437416,17.01882,16.754189,16.618963,0.03052285,0.006178858,0.0060053933,0.007279448,0.02461473,1860080988869126144,0.05596202,1.2283579e-05,112.13868,37.010895,21.557215,35.48377,33.18412,21.665007,7.2754545,2.7109532,2.5000691,2.5869727,2.204397,2.2131858,1.8450207,1.6153356,9.773559460814347,0.06522621436301,-0.4997256840948228,-0.23473693419779718,0.06666208610089618,0.13771031597653394,SF
206,365,230.1948137232161,27.528691586264426,3,17.331884,16.311426,16.098484,15.952923,15.865572,0.01454769,0.0038140495,0.004103753,0.0049718446,0.016201802,2078467648013756416,0.032210067,6.219159e-06,550.92334,182.7867,392.7501,71.137794,92.09102,63.059612,19.91019,5.8202014,3.7951899,5.5749717,2.0632024,2.4801967,2.3754306,1.8839649,9.375319972065212,0.0069606347955965,-0.8889907782705496,0.3321717120536599,0.030867067350579824,0.02515133116553225,SF
207,366,229.7050126100183,27.81774675881229,3,19.621754,18.200926,17.365286,16.92261,16.626415,0.05736744,0.00782302,0.005963378,0.005949211,0.013370689,2078481666787010560,0.10084209,1.0922154e-05,175.77713,40.637287,84.85426,109.85337,37.896843,30.543583,9.322271,3.5079758,2.6848147,3.2582197,3.2818384,2.7302716,2.5214348,2.0723221,10.829746728588844,0.0380965951752509,-0.20414898482955363,0.319748944242836,0.035927408669397615,0.07641559432856068,Seyfert
208,370,230.3914725442284,28.46914064016994,3,20.440784,18.555632,17.734997,17.174728,16.838963,0.0867809,0.008882108,0.0069040232,0.006289216,0.016638435,2078543239438166016,0.07361386,8.239648e-06,366.15082,55.326714,11.752432,140.64409,63.46011,50.594265,11.0617895,4.393393,2.1727083,1.9712021,2.5578701,2.1419692,2.0541573,1.5338824,10.51495538128227,0.0132460448626689,-0.41553852367006555,-0.6728071300573485,0.021788378781420197,0.1722630977163276,SF
209,371,230.5856280383244,28.51495076090593,3,17.2914,16.211039,15.780271,15.515547,15.370338,0.013509654,0.0033137659,0.0032264593,0.0034462386,0.01061612,2078544338949793792,0.04903735,9.054471e-06,841.556,230.27348,112.91469,257.97775,171.1581,122.956436,25.653196,9.241177,4.564041,4.1550236,4.624466,4.2638936,3.8255422,2.9251416,10.22241502500639,0.040254851792031,-0.5135007700487761,-0.30949347773504743,0.021021873379572932,0.04179618976764267,SF
210,372,230.8035760711112,28.30943854825992,3,19.198637,17.71942,16.788322,16.354635,16.008978,0.05290134,0.007327417,0.005425269,0.005261259,0.013821969,2078553959676536832,0.12640797,2.3312175e-05,120.07584,21.582664,10.578597,61.962223,15.896231,13.644654,1.1923609,3.9920526,2.87661,3.049816,3.3643477,2.8879154,2.8794482,2.3607178,11.240617868815038,0.0420753913895193,-0.2873286430439844,-0.3096769770099046,0.0636666351947729,0.31761879324363823,Comp.
211,375,230.64313100368528,29.46036673228636,3,19.731453,17.815771,16.936758,16.476152,16.113562,0.06578483,0.006791639,0.0051263846,0.0051399786,0.010742211,1857790974634256384,0.07440966,2.109027e-05,70.28605,13.880069,15.648735,55.219215,27.883432,24.312786,5.235343,3.3847594,2.8706071,2.9621215,3.131486,2.7516825,2.9920216,2.3339732,10.723673443011704,0.0336922041054407,-0.10477890873405017,0.05208761107909804,0.07439839728431966,0.28036137508618547,Comp.
212,376,230.4903000930552,29.715747863181765,3,17.451534,15.712093,14.927352,14.500016,14.225495,0.020313641,0.003103268,0.0026248277,0.00268976,0.0053058933,1857805268285417472,0.047521763,1.26144205e-05,48.947845,11.1267605,32.24873,71.6678,29.19979,19.28864,17.496584,4.278566,3.0602615,4.2530084,4.9527116,4.4352756,4.360473,4.165076,10.82370732601586,0.1470010286069757,0.16559049693994837,0.4621438760876302,0.11142864299925866,0.3050206549601116,Liner
213,377,231.7433450466209,28.852604935391923,3,16.416441,14.95022,14.272565,13.924594,13.611072,0.013783588,0.0027579963,0.0024169993,0.0025763586,0.005461116,1858885542956001280,0.034534447,1.2236588e-05,939.56964,215.02777,30.662357,358.3951,123.50597,96.744835,12.2572565,10.175221,4.613626,3.532963,5.657909,4.4156957,4.012502,3.1239126,10.62513085107935,0.0040293685804539,-0.418566911790103,-0.8458890151800351,0.019144303990161822,0.11720219190122187,SF
214,381,231.79229274074348,28.92612685411684,3,19.49789,17.846296,17.05267,16.649487,16.349712,0.042942423,0.0066963467,0.0052471906,0.0055136317,0.013133112,1860074391799359488,0.07266765,1.0381511e-05,198.30315,41.93078,70.264046,171.27002,59.50559,40.91714,18.97824,3.8692632,2.820693,3.3882108,3.6503863,3.1139565,2.9251032,2.482443,10.372685485796682,0.0816618362634722,-0.06364826448726717,0.22420021280293445,0.02889608278087011,0.082768105592707,Liner
215,382,232.20544585363595,29.643293161078446,3,18.126896,16.504675,15.722608,15.33237,15.010059,0.03938741,0.004961884,0.0041765254,0.0045682825,0.012412172,1860079889357498368,0.06430655,1.7565273e-05,74.351036,15.891811,9.769532,44.138947,14.425541,9.554698,3.499012,2.7984781,2.3878264,2.5180395,2.6403096,2.1846972,2.223691,2.005442,10.695313637810374,0.0739258293490909,-0.22646505610591938,-0.21129963162638507,0.07067448685965004,0.29834316554148427,Comp.
216,383,229.1486987731816,28.766053776045187,3,20.341064,18.33155,17.30726,16.766094,16.376335,0.09170227,0.008385133,0.0057306136,0.0053362083,0.012153354,2077302165201774592,0.11439798,2.552318e-05,95.88253,15.941942,44.340645,82.326256,25.971622,22.998922,5.868706,5.052104,3.2923212,5.808771,4.793014,3.2581654,2.8525546,2.3782084,11.183031036882554,0.009070903786141,-0.06620111981159314,0.44426078153153303,0.07852282549031153,0.2445652298676388,Seyfert
217,384,229.09216127028515,29.403089149800923,3,19.60562,17.484589,16.388615,15.884368,15.530436,0.054339867,0.0059183366,0.0039056865,0.0039485637,0.0076265875,2077434381475014656,0.10865424,1.5858965e-05,96.64509,31.623564,30.43971,99.573715,43.146816,29.385813,14.027139,5.2132077,3.3618686,3.2290473,4.0950155,3.5256648,3.4909189,3.043834,11.367454804749176,0.0301584435054826,0.01296491570634502,-0.016570303094705092,0.0678308123311065,0.1501818365164839,Liner
218,385,229.0449814892676,29.80178055329461,3,18.749311,16.919308,15.994034,15.544404,15.213249,0.035734434,0.004849957,0.0035730859,0.0037192397,0.007115329,2077452523416872960,0.09852591,1.4567348e-05,104.822395,19.75226,32.369354,74.34012,44.90834,32.36654,14.388038,3.9117389,2.9133363,3.240498,3.8754637,3.610067,3.5942569,3.1897285,11.174348062849235,0.0866351948772841,-0.14923082051503217,0.2145172386078647,0.06411171736551481,0.17825950609548458,Liner
219,386,229.35909481331777,29.6601201709494,3,19.033394,16.993992,15.986064,15.487648,15.100514,0.036262248,0.0046079378,0.0033577047,0.0033747018,0.005836428,2077458295852918784,0.077426285,1.4574917e-05,60.367435,11.273385,20.88398,73.06505,34.813435,20.470081,15.064239,4.198984,3.0541263,3.207194,4.0258074,4.180249,3.8833516,3.238083,11.265402832378635,0.003988785524696,0.08290696266315285,0.26775892968040876,0.0887360406296887,0.31141476118634065,Liner
220,389,231.90993977684943,29.68503667536029,3,18.890123,17.95026,17.671259,17.492378,17.380816,0.043744717,0.009543362,0.011555817,0.016427599,0.08063104,1857739022709843968,0.036158267,6.490495e-06,245.66145,69.339195,186.4097,25.074322,35.574543,21.148027,5.3726416,3.2997491,2.7518575,3.9522142,1.429728,1.8756428,1.5625066,1.3674583,8.866437883265178,0.0471589463003512,-0.9911078122171975,0.42948971215190473,0.058580346095127106,0.04499516130591727,SF
221,390,231.4633141386835,29.83550580154533,3,19.508844,18.319872,17.614004,17.250254,16.944065,0.06920125,0.010736987,0.009279784,0.011128615,0.035565,1857753316361005056,0.1156456,2.653437e-05,66.395,21.591415,9.322578,26.097641,9.816443,8.095359,2.1669297,2.6074955,2.0058749,2.0454547,2.349642,1.6758335,1.5263865,1.5221919,10.732601097755564,0.0643340917169694,-0.4055341225743888,-0.3647450791920453,0.09822535377822585,0.23826637598490877,SF
222,392,232.56519684650985,29.78587015027856,3,18.838982,16.963274,15.905926,15.440073,15.034695,0.039180197,0.004529851,0.0034123543,0.003412298,0.007430336,1859022707031566336,0.1144237,1.6875882e-05,99.55239,32.47529,43.888573,189.597,61.38371,44.018818,13.0012245,6.521757,4.125041,5.831117,6.520158,5.110868,4.834878,4.2058973,11.62306390164431,0.0207915479360075,0.27977977040365387,0.13079842240102657,0.07398856228660904,0.1838112717445375,Liner
223,394,232.3644202367612,28.78594270218236,3,19.2579,18.389679,18.020248,17.719465,17.625652,0.03783052,0.008894671,0.008904195,0.010585689,0.03183859,1860048828154013696,0.06484782,6.638732e-06,262.31964,77.4859,66.4051,54.978706,58.943905,40.3918,7.945205,3.3682106,2.396961,2.4568357,1.7414343,1.7999848,1.665742,1.2404004,9.624889190917305,0.03473110357582,-0.6786362937428044,-0.06702124669830038,0.03417828448880185,0.04822604668580223,SF
224,396,229.1065343013965,28.73041960010309,3,19.05685,17.842115,17.171412,16.794613,16.565336,0.031812523,0.0061708465,0.0052243927,0.0053207944,0.01403946,2077314534707587072,0.10716305,7.732317e-06,386.42206,84.90589,12.901197,136.32094,41.69793,30.731634,6.8466296,4.125207,2.8107202,2.2969756,3.0114892,2.4118805,2.0364416,1.8795987,10.806020104328397,0.0276694865854926,-0.45249933927701036,-0.8183078117805911,0.02453535884057826,0.18109499179587943,SF
225,397,229.480955244692,29.5352864009574,3,19.471972,17.584768,16.619196,16.141743,15.780042,0.046927486,0.006039065,0.004336312,0.0044113183,0.008319732,2077457196341291008,0.07807097,1.7880055e-05,49.95122,11.638985,12.409345,43.734573,26.909609,12.26337,2.9946833,2.8211598,2.338514,2.4335701,2.7663558,12.111906,2.575137,2.1457846,10.989625283972703,0.0211241639461283,-0.05772120915243683,0.02783375034173193,0.08479845007452368,0.2807622744536587,Comp.
226,398,229.7042885145006,28.19753754818278,3,19.449984,17.77332,16.967207,16.500072,16.17064,0.063385665,0.008080167,0.006268339,0.00618216,0.015321912,2078473145571895296,0.11941701,1.2342926e-05,273.39584,42.900585,27.57153,145.58586,56.317547,44.88723,11.543328,4.9601865,2.7825167,2.9863086,3.8906505,3.0163355,2.8730555,2.4368944,11.079562137775122,0.0374402854240351,-0.2736727057898691,-0.19200234768761018,0.03230079277621556,0.12624624314931507,Comp.
227,401,229.3934853491844,29.87182120897852,3,19.396498,18.305908,17.868832,17.560257,17.360617,0.060828984,0.011142684,0.0130215185,0.014198972,0.04595947,1857816813157509120,0.0895612,1.2375296e-05,56.240982,19.851105,12.776302,16.036118,14.209663,7.561413,10.453688,1.8523952,1.7940066,1.8788393,1.4091185,2.6683028,1.5807124,2.3097465,10.113876473737266,0.0651506255513664,-0.5449536518121028,-0.1913795176239933,0.09384155983896861,0.172606320419902,SF
228,402,231.75751875908412,29.219038471297228,3,19.426863,18.153322,17.556925,17.180975,16.888433,0.049077,0.00816903,0.0075230813,0.010128218,0.02781808,1858886092711815168,0.06809028,8.690017e-06,208.36566,50.324738,9.011391,64.61745,39.302,28.461128,5.8882413,3.0531735,1.9606014,1.6560069,1.730554,1.5736398,1.480137,1.1519518,10.221559928915704,0.0580018158120096,-0.5084763305567532,-0.7469896886172416,0.03052801033075614,0.1878524596718228,SF
229,403,231.4751184162292,29.46440500669616,3,17.005241,15.616189,14.847317,14.424119,14.119312,0.015811216,0.0030324277,0.002617341,0.0027665552,0.005612228,1858890215880419328,0.074956685,1.0297242e-05,335.04474,75.75333,144.204,177.10106,45.11306,35.286095,10.164475,6.451057,4.074905,5.1983285,5.345512,4.4117055,4.573464,3.8909743,11.526961674424369,0.0162097682057312,-0.27688164359114525,0.27957557870784816,0.03580176308665118,0.06475371167254396,Comp.
230,405,230.3490338821889,29.44126099084666,3,18.590376,17.479954,17.074478,16.783272,16.694975,0.0441089,0.008436385,0.00863018,0.010783134,0.038931083,1858941892926924800,0.073151805,7.710782e-06,125.47624,42.84499,21.246109,33.98799,30.142906,19.084404,6.06943,2.3965423,1.9777558,1.8431762,1.5513331,1.5542178,1.4602532,1.2685034,9.867526446929755,0.0751487003244809,-0.5672360144227184,-0.3046206405720275,0.04947856917440857,0.09827002426525465,SF
231,406,232.44271225279783,29.0468632309776,3,19.345356,18.247421,17.785011,17.403484,17.300446,0.042942394,0.009093883,0.009031439,0.009931953,0.031874996,1860039207427270656,0.086367115,6.911422e-06,274.91113,75.00787,44.589207,67.1527,56.271973,37.427998,9.468372,3.7766662,2.5736141,2.4129825,1.9639108,2.4124506,2.460365,1.4704509,10.216856999783628,0.0431859641960275,-0.6121288439852965,-0.22587708429205391,0.032311338403104614,0.06407641197377398,SF
